,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
13,"Boult to Rohit, no run, pitches it on a length and pretty tight on the stumps, Rohit tucks off the back foot, towards square leg",0,GoodLength,wicket_to_wicket,Unknown,norun,left arm fast medium,Boult,133,16828,0,,not_beaten,home,bad,New Zealand,JSCA International Stadium Complex,SquareLeg,6,0,Batting,DN
14,"Boult to Rohit, no run, smart from Boult, took this one across Rohit. He had tried to bring the previous two in. Somehow, Rohit had an idea about it, leaves it",0,Unknown,Unknown,Unknown,norun,left arm fast medium,Boult,133,16828,0,,not_beaten,home,bad,New Zealand,JSCA International Stadium Complex,Unknown,5,0,Batting,DN
15,"Boult to Rohit, no run, threatening to come in from outside off. Not that big a movement though. Rohit gets forward and defends to point",0,Full,outside_stumps,Defensive_shot,norun,left arm fast medium,Boult,133,16828,0,,not_beaten,home,bad,New Zealand,JSCA International Stadium Complex,Point,4,0,Batting,DN
16,"Boult to Rohit, no run, length delivery, just a bit of movement into Rohit, works towards square leg",0,GoodLength,wicket_to_wicket,Unknown,norun,left arm fast medium,Boult,133,16828,0,,not_beaten,home,bad,New Zealand,JSCA International Stadium Complex,SquareLeg,3,0,Batting,DN
17,"Southee to Rohit, 1 run, angling in from back of a length. Rohit checks his tuck, the ball trickles down to deep backward square leg to earn him his first runs",1,Short,wicket_to_wicket,Unknown,run,right arm fast medium,Southee,128.7,16828,0,,not_beaten,home,bad,New Zealand,JSCA International Stadium Complex,SquareLeg,2,0,Batting,DN
18,"Southee to Rohit, no run, goes full this time and manages to get something off the deck as well. Rohit prods forward and softly defends towards short cover",0,Short,outside_stumps,Defensive_shot,norun,right arm fast medium,Southee,128.7,16828,0,,not_beaten,home,bad,New Zealand,JSCA International Stadium Complex,Cover,1,0,Batting,DN
19,"Southee to Rohit, no run, some movement around off but the length is a bit short. Rohit stays back and defends towards backward point",0,Short,outside_stumps,Cut,norun,right arm fast medium,Southee,128.7,16828,0,,not_beaten,home,bad,New Zealand,JSCA International Stadium Complex,Point,0,0,Batting,DN
2,"Boult to Rohit, 2 runs, this cross-seam short ball gets big on Rohit Sharma, mistimed pull and it drops to the left of a sprinting Neesham at deep mid-wicket",2,Short,outside_stumps,Pull_hook,run,left arm fast medium,Boult,133,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Midwicket,63,1,Batting,DN
3,"Boult to Rohit, no run, is searching for middle and leg from round the wicket, Rohit shields his stumps and blocks",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Boult,133,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,62,1,Batting,DN
4,"Boult to Rohit, 1 run, shortish, wide of off, Rohit miscues the cut to sweeper cover",1,Short,outside_stumps,Sweep,run,left arm fast medium,Boult,133,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Cover,61,1,Batting,DN
5,"Neesham to Rohit, 1 run, <b>dropped by Ross Taylor!</b> Rohit Sharma goes full throttle with the cross-bat smack, was a slower ball and therefore it messed up Rohit's timing. Dragged off the bottom half and Taylor - Despite timing his dive to perfection, fails to engulf the ball with his (greasy) palms",1,Full,Unknown,Unknown,run,right arm medium,Neesham,133.4,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,60,1,Batting,DN
6,"Neesham to Rohit, no run, rides with the bounce and guides it to backward point",0,GoodLength,outside_stumps,Cut,norun,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,59,1,Batting,DN
7,"Neesham to Rohit, no run, looks to repeat the same, but Sodhi dives at short third to prevent any runs",0,Short,Unknown,Unknown,norun,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,58,1,Batting,DN
8,"Neesham to Rohit, <b>FOUR</b>, terrific from Rohit Sharma! Plenty of width outside off, he stands still and angles it away in the gap between backward point and short third, placed to perfection, that shot was all about finding the gap",4,Short,outside_stumps,Cut,run,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,57,1,Batting,DN
9,"Boult to Rohit, 1 run, hops inside the crease and uses the length to run it down to third man",1,GoodLength,Unknown,Late_Cut,run,left arm fast medium,Boult,133,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,ThirdMan,56,1,Batting,DN
10,"Boult to Rohit, 1 run, makes room early and loads himself up for a biggie. Boult spotted that and refused to offer any room, clips the inside edge and races past the timbers. Has happened twice in as many overs",1,Unknown,Unknown,Edge,run,left arm fast medium,Boult,133,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,55,1,Batting,DN
11,"Boult to Rohit, 1 run, slanted in, Rohit glides it from middle and off towards third man",1,GoodLength,wicket_to_wicket,Late_Cut,run,left arm fast medium,Boult,133,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,ThirdMan,54,1,Batting,DN
12,"Corey Anderson to Rohit, 1 run, full this time, Rohit drives and steadily ambles to the other end",1,Full,outside_stumps,Drive,run,left arm fast medium,Corey Anderson,124.8,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,53,1,Batting,DN
13,"Corey Anderson to Rohit, 2 runs, Rohit Sharma is still struggling with the ankle and he seems to have decided to follow the ""see-ball, hit-ball"" mantra. Throws the kitchen sink at a back of a length delivery and drags it off the inside edge that skims past the leg-stump. Sodhi does well to stop that at fine leg with a slide",2,Short,wicket_to_wicket,Edge,run,left arm fast medium,Corey Anderson,124.8,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,FineLeg,52,1,Batting,DN
14,"Ish Sodhi to Rohit, <b>SIX</b>, shot! Stoops and sends Ish Sodhi into the cow corner orbit, with a crunching slog sweep",6,Full,outside_stumps,Sweep,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,51,1,Batting,DN
15,"Ish Sodhi to Rohit, no run, tapped to the off-side",0,Unknown,Unknown,Unknown,norun,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,50,1,Batting,DN
16,"Ish Sodhi to Rohit, no run, forward and pushed into the off-side, Kohli wants a quick single and he sets off, Rohit yells out no",0,Unknown,Unknown,Defensive_shot,norun,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,49,1,Batting,DN
17,"Ish Sodhi to Rohit, <b>FOUR</b>, <b>29th fifty for Rohit Sharma!</b> Deafening cheer from the Vizag crowd, raise of the bat and a smile. Gets there with a flashy cut behind square",4,GoodLength,outside_stumps,Cut,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,48,1,Batting,DN
18,"Ish Sodhi to Rohit, no run, extends his stride and drives to cover",0,GoodLength,outside_stumps,Drive,norun,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Cover,47,1,Batting,DN
19,"Ish Sodhi to Rohit, no run, spun away from off-stump, Rohit lets it go",0,Short,outside_stumps,No_shot,norun,right arm leg break,Ish Sodhi,85.2,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,46,1,Batting,DN
20,"Corey Anderson to Rohit, 1 run, Rohit Sharma is limping, may have hurt his ankle with that dive. Taps a fuller length delivery to point and hobbles to the other end",1,Full,Unknown,Unknown,run,left arm fast medium,Corey Anderson,124.8,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,45,1,Batting,DN
21,"Corey Anderson to Rohit, no run, slower delivery on the stumps, Rohit defends into the on-side",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Corey Anderson,124.8,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,44,1,Batting,DN
22,"Corey Anderson to Rohit, 1 run, <b>run out sent upstairs! Rohit is safe.</b> He drives to mid-on and took on the fielder's arm there, puts in the full length dive and makes it in comfortably. A direct hit, but Rohit looked safe in real time",1,Full,wicket_to_wicket,Drive,run,left arm fast medium,Corey Anderson,124.8,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOn,43,1,Batting,DN
23,"Ish Sodhi to Rohit, 2 runs, steers a wide-ish delivery and Anderson does well to put in a dive at deep backward point, denies Rohit a boundary",2,GoodLength,outside_stumps,Cut,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,42,1,Batting,DN
24,"Ish Sodhi to Rohit, <b>SIX</b>, baaang goes Rohit Sharma! Sits on one knee and hits it with the spin. His class, quality and timing took care of the rest, sails into the stands",6,Unknown,Unknown,Unknown,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,41,1,Batting,DN
25,"Ish Sodhi to Rohit, 1 run, very slow, Rohit stays back and cuts to cover sweeper",1,Full,outside_stumps,Sweep,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Cover,40,1,Batting,DN
26,"Ish Sodhi to Rohit, no run, leggie just outside off, punched back",0,GoodLength,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,39,1,Batting,DN
27,"Santner to Rohit, 1 run, got forward and is quick to realize that he ain't to the pitch of the delivery, drives but gets the toe-end to long-off",1,GoodLength,outside_stumps,Drive,run,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOff,38,1,Batting,DN
28,"Santner to Rohit, 1 run, a touch quicker on off-stump, driven away to long-off",1,GoodLength,wicket_to_wicket,Drive,run,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOff,37,1,Batting,DN
29,"Ish Sodhi to Rohit, no run, this surface is flat, but the ball is not coming on quite nicely. Moisture? Rohit had to delay his punchy drive and he mistimes it back to the bowler",0,GoodLength,outside_stumps,Drive,norun,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,36,1,Batting,DN
30,"Ish Sodhi to Rohit, 2 runs, back cut behind point, easy double",2,Unknown,Unknown,Unknown,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,35,1,Batting,DN
31,"Ish Sodhi to Rohit, <b>FOUR</b>, drops it short and pays the price! Rohit sits on one knee and slams the pull behind square, right in the gap",4,Short,outside_stumps,Pull_hook,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,34,1,Batting,DN
32,"Ish Sodhi to Rohit, no run, tosses it just outside off, Rohit leans forward to block",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,33,1,Batting,DN
33,"Ish Sodhi to Rohit, 1 run, shortish just outside off, Rohit knocks him to long-off",1,Short,outside_stumps,Unknown,run,right arm leg break,Ish Sodhi,85.2,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOff,32,1,Batting,DN
34,"Santner to Rohit, 1 run, eased away to long-off",1,Unknown,Unknown,Unknown,run,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOff,31,1,Batting,DN
35,"Santner to Rohit, 1 run, little width on offer and Rohit is quick to cash on it, cuts fiercely to deep cover",1,GoodLength,wicket_to_wicket,Cut,run,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Cover,30,1,Batting,DN
36,"Santner to Rohit, no run, flighted around off, Rohit pokes it in front of lone slip",0,Full,outside_stumps,No_shot,norun,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,ThirdMan,29,1,Batting,DN
37,"Neesham to Rohit, no run, cross-seam fullish delivery, Rohit drives with more conviction, but couldn't pierce the gap",0,Full,outside_stumps,Drive,norun,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,28,1,Batting,DN
38,"Neesham to Rohit, no run, low full toss just outside off, Rohit drives straight to mid-off",0,Full_toss,outside_stumps,Drive,norun,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOff,27,1,Batting,DN
39,"Neesham to Rohit, <b>SIX</b>, <b>a back foot punch has gone into the long-off stands!</b> Go, figure. Rohit Sharma and talent must have been twin brothers. Uff! I can trip over this shot all day. Back of a length outside off, Rohit locates the middle and launches him over the fence",6,Short,wicket_to_wicket,Defensive_shot,run,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOff,26,1,Batting,DN
41,"Neesham to Rohit, no run, sits back in his crease and looks to use the pace of Neesham, runs it straight to backward point off the bat face",0,GoodLength,outside_stumps,Cut,norun,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,24,1,Batting,DN
42,"Santner to Rohit, 1 run, this one goes with the arm, tucked away through mid-wicket",1,Unknown,Unknown,Pull_hook,run,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Midwicket,23,1,Batting,DN
43,"Santner to Rohit, no run, punched to cover off the back foot",0,GoodLength,outside_stumps,Drive,norun,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Cover,22,1,Batting,DN
44,"Santner to Rohit, no run, floats it full on middle, Rohit drives it back",0,Full,wicket_to_wicket,Drive,norun,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,21,1,Batting,DN
45,"Santner to Rohit, no run, back and across to jab an awayspinner into the off-side, Santner is extracting some turn",0,Unknown,Unknown,Unknown,norun,left arm orthodox,Santner,90.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,20,1,Batting,DN
46,"Santner to Rohit, no run, ""Howzaaat"" go the Blackcaps. Huge shout for lbw, but that <b>pitched outside leg.</b> Hit Rohit in front of middle and would have been plumb had the ball pitched in line with the stumps",0,GoodLength,wicket_to_wicket,No_shot,norun,left arm orthodox,Santner,90.7,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,19,1,Batting,DN
47,"Neesham to Rohit, <b>FOUR</b>, the ball has asked Rohit Sharma: ""Please slap me"" and the Mumbaikar obliges. Fun apart, it was short and wide, Rohit sends Neesham for a journey over backward point",4,Short,outside_stumps,Cut,run,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,18,1,Batting,DN
48,"Neesham to Rohit, no run, driven back to the bowler",0,GoodLength,wicket_to_wicket,Drive,norun,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,17,1,Batting,DN
49,"Neesham to Rohit, 1 run, full and may have been a wide had Rohit left that. Leans on the front knee after coming across and clips behind square",1,Full,outside_stumps,Unknown,run,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,16,1,Batting,DN
50,"Southee to Rohit, 1 run, worked away into the on-side for a single",1,Unknown,Unknown,Unknown,run,right arm fast medium,Southee,128.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,15,1,Batting,DN
51,"Southee to Rohit, 2 runs, drops it half-way down the pitch and Rohit shows the other side of his game! Stays firm and swivel-pulls Southee over mid-wicket. Santner runs a long way from deep square and I reckon he is one of the best fielders in this current NZ set-up. Saves a couple of runs",2,Short,outside_stumps,Pull_hook,run,right arm fast medium,Southee,128.7,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Midwicket,14,1,Batting,DN
52,"Boult to Rohit, 1 run, good length outside off, Rohit taps to point and is quick to get off the blocks",1,Full,wicket_to_wicket,Defensive_shot,run,left arm fast medium,Boult,133,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,13,1,Batting,DN
53,"Neesham to Rohit, 1 run, another tap-and-run single! Rohit lets the ball to come to him and he uses the angle to drop it into the leg-side",1,GoodLength,wicket_to_wicket,Flick,run,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,12,1,Batting,DN
54,"Neesham to Rohit, 1 run, too full at the toes, Rohit flicks him square on the on-side",1,Full,wicket_to_wicket,Flick,run,right arm medium,Neesham,133.4,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,11,1,Batting,DN
55,"Boult to Rohit, 1 run, slanting in, searching for middle and leg with the swing, Rohit gets across and drives with a closed bat face to mid-on",1,GoodLength,wicket_to_wicket,Drive,run,left arm fast medium,Boult,133,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOn,10,1,Batting,DN
56,"Boult to Rohit, no run, Rohit is getting a bit anxious here! Feels for a delivery that's in the outside-off corridor, the ball zips past his outside edge after it rose from back of a length",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Boult,133,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,9,1,Batting,DN
57,"Boult to Rohit, no run, another left alone outside off",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Boult,133,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,8,1,Batting,DN
58,"Boult to Rohit, no run, bowled at 138ks, but doesn't carry to the keeper, it's pretty wide of off and Rohit lets it go",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Boult,133,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,7,1,Batting,DN
59,"Southee to Rohit, 1 run, he knows a thing or two about Rohit does Southee. Cleverly sends a slower ball on the pads, Rohit had to adjust and he manages to tuck him round the corner",1,GoodLength,wicket_to_wicket,Unknown,run,right arm fast medium,Southee,128.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,6,1,Batting,DN
60,"Southee to Rohit, no run, <b>appeal for leg before!</b> But it was sliding down. Hurled in on a fullish length and rapped Rohit in line with leg stump after he missed the flick",0,Full,wicket_to_wicket,Flick,norun,right arm fast medium,Southee,128.7,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,5,1,Batting,DN
61,"Southee to Rohit, <b>FOUR</b>, enough's enough! Preempts, chips down the pitch and goes smack-bang over mid-off, got the width he wanted and cleared the ring with ease",4,Unknown,Unknown,Drive,run,right arm fast medium,Southee,128.7,16829,0,,not_beaten,home,good,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,LongOff,4,1,Batting,DN
62,"Southee to Rohit, no run, late swing away! Rohit is stuck in the crease and squares himself up with a groping blade. <b>Outside edge lands short of the lone slip</b>",0,Short,outside_stumps,Edge,norun,right arm fast medium,Southee,128.7,16829,0,,beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,ThirdMan,3,1,Batting,DN
63,"Southee to Rohit, no run, fuller and curving in, gently driven back",0,Full,outside_stumps,Drive,norun,right arm fast medium,Southee,128.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,2,1,Batting,DN
64,"Southee to Rohit, no run, inward movement, pitch flat as a pancake, Rohit is in no hurry to force the issue, just tapping and patting at the moment",0,Unknown,Unknown,Unknown,norun,right arm fast medium,Southee,128.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Unknown,1,1,Batting,DN
65,"Southee to Rohit, no run, Rohit gets his first taste. Has a good, long look at the pitch as soon as he blocked a back of a length delivery to backward point",0,Short,wicket_to_wicket,Cut,norun,right arm fast medium,Southee,128.7,16829,0,,not_beaten,home,bad,New Zealand,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Point,0,1,Batting,DN
2,"Mustafizur Rahman to Rohit, 1 run, Rohit under-edges the pull along the ground to deep mid-wicket",1,Short,wicket_to_wicket,Pull_hook,run,left arm medium,Mustafizur Rahman,129.7,16335,0,,beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,53,0,Fielding,DN
3,"Al-Amin to Rohit, 1 run, Rohit opens the face of the bat and tries to guide it fine, but picks out short third man",1,Short,Unknown,Late_Cut,run,right arm fast medium,Al-Amin,120,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,ThirdMan,52,0,Fielding,DN
4,"Al-Amin to Rohit, 2 runs, full and in the slot, Rohit drives it to deep extra-cover",2,Full,outside_stumps,Drive,run,right arm fast medium,Al-Amin,120,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Cover,51,0,Fielding,DN
5,"Mustafizur Rahman to Rohit, 1 run, Rohit flicks this towards mid-on",1,GoodLength,wicket_to_wicket,Flick,run,left arm medium,Mustafizur Rahman,129.7,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOn,50,0,Fielding,DN
6,"Mustafizur Rahman to Rohit, <b>SIX</b>, it's up in the air, who wants it? There is a fielder there, Shakib it is again, and he's tipped this over the bar. Short of a length delivery on the stumps, actually a slower ball, but Rohit has such good hands that he managed to time that flick so well despite the lack of pace on the ball, Shakib at deep backward square leg was very close to the rope, in fact, his feet were touching the rope when he attempted that catch and would have been six anyway even if he had caught it",6,Short,wicket_to_wicket,Flick,run,left arm medium,Mustafizur Rahman,129.7,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,SquareLeg,49,0,Fielding,DN
7,"Mortaza to Rohit, <b>FOUR</b>, wow! Just wow! What timing and what power from Rohit. Mortaza offers a fullish freebie just outside off stump, Rohit backs away slightly and creams the drive hard to the left of extra-cover and he hardly moved after hitting that ball. Knew that it was a certain boundary",4,Full,outside_stumps,Drive,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,Cover,48,0,Fielding,DN
8,"Mortaza to Rohit, <b>FOUR</b>, it's up in the air again but lands safely at cow corner. Shortish slower delivery, Rohit pulls, the bat turns in his hands as he makes contact with the ball, long-on runs to his right but could get there only after the ball crossed the rope",4,Short,Unknown,Pull_hook,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOn,47,0,Fielding,DN
9,"Mortaza to Rohit, <b>SIX</b>, in the airrrr, not from the middle of the bat, Shakib runs back and jumps high but it evades him. Slower delivery outside off stump, Rohit steps out and tries to loft hard, went more off the bottom of the bat, yet it had enough legs to clear the fence",6,Full,wicket_to_wicket,Drive,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Unknown,46,0,Fielding,DN
10,"Mortaza to Rohit, 2 runs, slower delivery outside off stump, Rohit drives it to the left of long-off, Pandya wanted two and pushed his partner and he succeeds",2,GoodLength,outside_stumps,Drive,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,LongOff,45,0,Fielding,DN
11,"Mortaza to Rohit, 1 run, slower delivery outside off stump, Rohit cuts it through cover-point",1,GoodLength,outside_stumps,Cut,run,right arm fast medium,Mortaza,126.1,16335,0,,not_beaten,away,bad,Bangladesh,Shere Bangla National Stadium,Cover,44,0,Fielding,DN
12,"Shakib to Rohit, 1 run, Rohit steps out and tries to nudge, gets an inside edge onto pad and it rolls to short mid-wicket",1,Short,wicket_to_wicket,Pull_hook,run,left arm orthodox,Shakib,82.1,16335,0,,beaten,away,good,Bangladesh,Shere Bangla National Stadium,Midwicket,43,0,Fielding,DN
13,"Shakib to Rohit, <b>FOUR</b>, Shakib goes very full, Rohit gets down low and executes the sweep shot to perfection through the vacant square leg region. Timed it so well and split deep backward square leg and deep mid-wicket to perfection",4,Full,wicket_to_wicket,Pull_hook,run,left arm orthodox,Shakib,82.1,16335,0,,not_beaten,away,good,Bangladesh,Shere Bangla National Stadium,SquareLeg,42,0,Fielding,DN
